Date,mun_geocod,mun_nome,mun_lat,mun_lon,mun_uf_nome,co_ppb,no2_ppb,o3_ppb,pm25_ugm3,so2_ugm3,precipitacao_mmdia,temperatura_c,umidade_relativa_percentual,vento_direcao_grau,vento_velocidade_ms
12/25/2000,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,75.675,NA,10.075,67.225,0.35,0,26.775,73.75,113.25,3.8
12/26/2000,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,78.825,NA,10.05,17.225,0.4,0,26.9,76,126.25,5.125
12/27/2000,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,84.15,NA,9.825,11.875,0.375,0,26.65,75.75,115,4.925
12/28/2000,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,93.45,NA,9.925,16.575,0.375,0,26.625,74.25,115.75,4.35
12/29/2000,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,95.6,NA,9.825,56.85,0.375,1,26.575,80.25,121.5,4.8
12/30/2000,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,79.325,NA,9.525,39.125,0.425,0,26.55,82.25,113.75,3.775
12/31/2000,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,71.75,NA,9.45,12.85,0.4,0,26.825,77.5,115,4.075
1/1/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,61.325,NA,9.475,9.775,0.4,0,26.8,75.25,121,4.525
1/2/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,61.35,NA,9.8,14.225,0.4,0,27,73.5,125.5,4.8
1/3/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,59.6,NA,9.25,31.275,0.5,0,26.3,76.25,128,4.9
1/4/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,59.35,NA,9.4,17.725,0.4,2,26.8,76.5,114.25,4.625
1/5/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,70.25,NA,9.65,33.375,0.425,0,26.725,79,122.5,4.125
1/6/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,70.75,NA,9.375,32.45,0.35,0,27,78.75,124.75,5.375
1/7/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,61.5,NA,9.5,23.65,0.4,0,27.1,74,125.5,5.525
1/8/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,60.725,NA,9.4,71.525,0.4,0,27.275,68.75,133.5,5.05
1/9/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,64.8,NA,9.3,17.4,0.375,0,26.8,72.25,125.75,5.55
1/10/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,68.625,NA,9.5,20.875,0.425,0,26.825,77.5,127.25,6.175
1/11/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,57.325,NA,9.575,4.225,0.45,4,26.125,81.25,125.5,4.475
1/12/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,62.125,NA,9.325,36.3,0.45,8,25.2,90.5,108.75,3.65
1/13/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,59.15,NA,9.125,13.75,0.45,18,25.325,88.25,132,4.85
1/14/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,61.375,NA,9.05,10.65,0.525,1,26.3,81.75,137.25,6.3
1/15/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,62.275,NA,9.025,16.125,0.5,0,26.75,77.5,136.75,6.325
1/16/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,61.325,NA,8.75,21.65,0.425,0,26.75,75.75,133,5.9
1/17/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,57.05,NA,9,8.65,0.475,1,26.7,74.25,135.75,6.55
1/18/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,60.15,NA,9.1,4.35,0.425,0,26.6,73.25,132,6.325
1/19/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,68.75,NA,9.25,14.35,0.475,0,26.275,80,133,5.15
1/20/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,78,NA,9.475,38.125,0.475,0,26.875,76.25,132.25,5.15
1/21/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,74.85,NA,9.7,96.8,0.4,0,26.825,76.75,124,5
1/22/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,69.525,NA,9.475,81.4,0.375,0,26.75,79,116.25,4.7
1/23/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,69.325,NA,9.35,5.4,0.4,0,27.05,75.75,128.75,5.65
1/24/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,71.225,NA,9.35,22.35,0.4,1,27.075,74.75,128.5,5.55
1/25/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,69.775,NA,9.375,18.25,0.4,0,26.95,73.5,120.25,5.05
1/26/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,65.05,NA,9.475,30.375,0.35,0,27.15,69.75,109.5,4.3
1/27/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,62.1,NA,9.475,71.825,0.35,0,27.05,72.25,114,4.575
1/28/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,72.25,NA,9.875,78.275,0.35,0,26.95,73.75,110.25,4.675
1/29/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,70.6,NA,10.225,83.65,0.35,0,27.175,73.5,116,5.05
1/30/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,62.575,NA,10.275,59.7,0.35,0,27.275,73.25,111.75,4.25
1/31/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,58.375,NA,10.05,31.325,0.425,0,27.3,72.5,107.75,3.875
1/1/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,61.775,NA,9.475,8,0.4,0,26.75,74.75,120.75,4.15
1/2/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,61.225,NA,9.825,14.925,0.375,0,26.9,73.25,125.5,4.4
1/3/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,60.825,NA,9.225,31.2,0.5,0,26.2,75.75,128.5,4.5
1/4/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,59,NA,9.425,13.325,0.4,2,26.75,75.5,115.25,4.275
1/5/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,69.15,NA,9.675,27.95,0.4,0,26.65,78.75,124.5,3.775
1/6/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,70.875,NA,9.425,29.7,0.35,0,27,78.5,126,4.975
1/7/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,61.15,NA,9.5,24.275,0.4,0,27.075,73.25,126.25,5.05
1/8/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,61.125,NA,9.425,61.5,0.425,0,27.325,68,134.5,4.65
1/9/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,65.9,NA,9.35,16.375,0.4,0,26.7,71.5,126.75,5.1
1/10/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,68.775,NA,9.5,21.25,0.4,0,26.725,77.5,128,5.775
1/11/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,58.425,NA,9.525,4.7,0.475,4,25.975,81.75,127,4.1
1/12/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,62.45,NA,9.325,27,0.45,8,25.2,91.5,110.5,3.35
1/13/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,59.975,NA,9.15,11.15,0.45,18,25.25,89,133,4.475
1/14/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,62.575,NA,9.075,11.2,0.525,1,26.325,80.75,137.75,5.875
1/15/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,63.075,NA,9.025,17.175,0.525,0,26.675,76.75,138,5.85
1/16/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,61.75,NA,8.75,21.4,0.45,0,26.75,75.25,133.75,5.425
1/17/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,57.825,NA,9.025,9.925,0.5,1,26.625,74,137,6.075
1/18/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,61.05,NA,9.1,5.075,0.45,0,26.525,72.5,132,5.85
1/19/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,69.1,NA,9.225,15.1,0.5,0,26.275,79.75,133.75,4.775
1/20/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,78.3,NA,9.5,37.5,0.475,0,26.825,76,132.5,4.775
1/21/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,75.675,NA,9.75,92.35,0.375,0,26.85,76.25,125,4.6
1/22/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,69.525,NA,9.475,76.35,0.375,0,26.7,78.5,117,4.3
1/23/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,69.775,NA,9.35,4.5,0.375,0,27.025,75.25,129.5,5.275
1/24/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,71.95,NA,9.35,21.625,0.425,1,27.05,74.25,129,5.125
1/25/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,70.825,NA,9.4,20.325,0.4,0,26.925,72.75,121.25,4.625
1/26/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,64.975,NA,9.45,30.8,0.35,0,27.1,69.25,109.5,3.925
1/27/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,62.025,NA,9.5,72.4,0.35,0,27.025,71.5,115,4.175
1/28/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,72.1,NA,9.9,72.85,0.35,0,26.875,73.5,111.25,4.3
1/29/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,70.925,NA,10.175,78.2,0.35,0,27.15,73,116.75,4.65
1/30/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,62.6,NA,10.275,46.575,0.35,0,27.2,73.25,112.75,3.925
1/31/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,58.8,NA,10.05,25.175,0.425,0,27.3,72,108.5,3.55
2/1/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,59.45,NA,9.825,24.7,0.4,1,27.425,72.75,99.25,3.45
2/2/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,58.05,NA,9.75,86.3,0.35,0,27.025,74.5,83.75,2.975
2/3/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,62.15,NA,9.75,100.025,0.35,2,27.85,73,70,3.25
2/4/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,68.475,NA,10.025,210.85,0.35,0,28.1,70.25,82,3.65
2/5/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,82,NA,10.275,182.6,0.35,0,27.775,71.25,105.5,4.35
2/6/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,80,NA,10.325,148.55,0.35,0,27.7,72,111,4.725
2/7/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,72.8,NA,10.325,59.45,0.35,0,27.225,76.25,107,4.225
2/8/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,60.875,NA,10.45,91.325,0.4,1,26.9,80.5,112.25,3.95
2/9/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,61.525,NA,10.25,142.825,0.425,2,27.25,77,121.25,5.05
2/10/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,59.75,NA,10.25,42.7,0.375,4,27.55,67.25,125,5.025
2/11/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,60.05,NA,10.4,83.9,0.375,1,27.6,69.25,120.5,4.225
2/12/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,63.475,NA,10.275,249.325,0.45,0,27.125,80.5,108.5,4.95
2/13/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,68.025,NA,10.275,245.15,0.45,0,27.225,81.5,121,5.325
2/14/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,63.65,NA,10.35,110.9,0.35,0,27.425,73,121.5,5.625
2/15/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,64.225,NA,11.1,56.275,0.35,0,27.575,69.75,115,4.075
2/16/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,67.9,NA,11.075,103.425,0.35,0,27.775,72,121.5,4.7
2/17/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,60.075,NA,10.75,16.85,0.35,0,27.9,71.25,134,5.65
2/18/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,58.875,NA,10.7,26.425,0.35,0,27.8,71.5,119,5.425
2/19/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,58.1,NA,10.55,40.25,0.375,0,27.8,72,118.25,4.2
2/20/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,55.825,NA,10.325,45.475,0.375,0,28.05,72,116.25,4.675
2/21/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,53.2,NA,10.25,41.375,0.325,0,28.075,71,126.5,5.175
2/22/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,54.7,NA,10.275,88.425,0.35,0,27.625,73,127,5.125
2/23/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,59.125,NA,10.575,136.9,0.425,0,27.975,73,132.75,5.225
2/24/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,61.05,NA,10.3,205.6,0.475,0,27.9,74,134.5,6.025
2/25/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,55.4,NA,10.375,58.35,0.375,0,28.25,71.25,127.5,5.35
2/26/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,54.85,NA,10.725,13.325,0.325,7,27.3,76.5,104.75,4.25
2/27/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,60.575,NA,10.875,175.175,0.425,2,27.375,73.75,101.75,2.775
2/28/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,65.15,NA,10.8,197.35,0.525,0,27.525,77.75,111.75,4.675
2/1/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,60.325,NA,9.85,22.6,0.4,1,27.325,73,101.25,3.15
2/2/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,59.5,NA,9.775,76.65,0.375,0,27.1,74.5,85.5,2.8
2/3/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,62.9,NA,9.725,85.5,0.35,2,27.9,72.5,69.75,2.975
2/4/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,68.375,NA,9.925,182.2,0.375,0,28.2,68.75,81.5,3.325
2/5/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,81.675,NA,10.25,165.95,0.375,0,27.85,70,105,3.95
2/6/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,80.6,NA,10.325,142.375,0.375,0,27.625,71.75,111,4.35
2/7/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,73.9,NA,10.325,60.525,0.35,0,27.125,76.75,107.75,3.9
2/8/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,61.55,NA,10.425,74.05,0.4,1,26.9,81,113,3.7
2/9/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,62.475,NA,10.2,128.85,0.45,2,27.475,75.5,122.75,4.75
2/10/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,60.325,NA,10.25,40.35,0.4,4,27.475,66.75,125.5,4.675
2/11/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,60.85,NA,10.375,72.975,0.375,1,27.575,68.75,122,3.9
2/12/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,64.05,NA,10.3,245,0.475,0,27.075,80.75,109.75,4.525
2/13/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,67.625,NA,10.25,238.15,0.425,0,27.2,81.5,121.5,4.95
2/14/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,63.625,NA,10.3,108.975,0.375,0,27.475,71.5,121.75,5.25
2/15/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,64.25,NA,11,46.65,0.375,0,27.55,69,114.25,3.725
2/16/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,68.1,NA,11.05,97.7,0.375,0,27.775,71,122.75,4.275
2/17/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,60.7,NA,10.725,15.875,0.375,0,27.95,70.5,134.75,5.275
2/18/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,59.4,NA,10.7,25.475,0.35,0,27.8,70.25,120.25,5
2/19/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,59.025,NA,10.575,34.65,0.4,0,27.725,71.25,119.5,3.85
2/20/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,56.05,NA,10.275,45.225,0.375,0,28,71,116.75,4.325
2/21/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,53.55,NA,10.25,40.375,0.325,0,28.025,70.25,127.25,4.8
2/22/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,54.725,NA,10.25,83.725,0.35,0,27.65,72.25,127.25,4.8
2/23/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,59.675,NA,10.575,133.95,0.45,0,28.075,72,133.75,4.875
2/24/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,61.9,NA,10.275,192.725,0.45,0,28.05,73,135.25,5.625
2/25/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,55.875,NA,10.375,52.625,0.375,0,28.275,70,129,4.975
2/26/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,55.3,NA,10.725,13.625,0.325,7,27.3,76.5,107,3.9
2/27/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,61.05,NA,10.825,153.4,0.45,2,27.375,73,103,2.55
2/28/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,65.8,NA,10.7,182.5,0.5,0,27.625,77,111.75,4.375
3/1/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,69.025,NA,10.625,449.375,0.45,3,27.875,75.5,126,5.1
3/2/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,69.475,NA,10.2,404.75,0.4,4,28.1,75.5,125.5,6
3/3/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,63.725,NA,10.45,102.275,0.375,0,28.125,72.75,120,5.575
3/4/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,61.85,NA,10.55,16.925,0.4,0,28.2,73,136,5.575
3/5/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,60.475,NA,10.55,45.675,0.375,0,28.25,71.5,124,5.425
3/6/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,60.55,NA,10.525,82.625,0.325,0,28.075,71,121,5.425
3/7/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,61.25,NA,10.375,87.1,0.35,0,28.05,70,122.25,5.825
3/8/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,61.7,NA,10.35,157.575,0.425,0,27.625,79,121.5,4.45
3/9/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,58.925,NA,10.45,209.525,0.425,1,27.05,82.5,107.75,3.15
3/10/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,67.95,NA,10.975,248.6,0.425,3,26.6,83.25,96.5,2.675
3/11/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,68.325,NA,10.975,253.475,0.4,1,27.025,81,91.75,3.1
3/12/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,66.6,NA,10.95,236.075,0.4,2,27.1,81.5,95.75,3.975
3/13/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,62.25,NA,10.875,181.05,0.425,1,26.85,83.5,102,3.45
3/14/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,58.975,NA,10.575,72.35,0.425,4,26.4,84.5,123,3.3
3/15/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,56.525,NA,10.6,73.9,0.35,2,27.25,75.75,103.25,3.475
3/16/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,58.325,NA,10.725,28.475,0.375,0,27.05,73.5,105.5,3.375
3/17/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,60,NA,10.6,21.475,0.375,0,27.6,74,107.25,3.325
3/18/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,61.1,NA,10.675,25,0.425,0,26.775,78.25,112.5,2.95
3/19/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,58.675,NA,10.75,12.3,0.45,4,26.4,82,119.75,3.25
3/20/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,60.125,NA,10.825,63.125,0.375,1,27.775,72.5,106.5,3.675
3/21/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,57.425,NA,10.7,45.15,0.375,0,27.55,79.5,126.25,5.025
3/22/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,55.5,NA,10.65,14.975,0.3,0,27.225,79,129.25,4.525
3/23/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,56.875,NA,10.725,18.425,0.35,0,27.3,74.25,128.5,4.15
3/24/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,60.05,NA,10.85,30.175,0.4,4,27.125,76.5,125.25,4.275
3/25/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,57.05,NA,10.7,120.5,0.35,2,27.775,77.25,121,4.875
3/26/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,56.15,NA,10.65,161.525,0.35,0,27.725,74.25,113.75,4.075
3/27/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,56.925,NA,10.95,84.375,0.375,6,27.375,78,127.25,3.375
3/28/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,57.375,NA,10.875,106.85,0.4,18,26.55,88.5,121.25,3.8
3/29/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,54.9,NA,11.025,65.5,0.35,17,27.275,80.25,116,4.15
3/30/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,55.4,NA,11.25,26.275,0.375,1,27.925,72.5,120.5,3.825
3/31/2001,2408102,NATAL,-5.8054,-35.2081,RIO GRANDE DO NORTE,57.175,NA,11.2,94.075,0.425,1,26.725,81.75,127.5,2.65
3/1/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,69.425,NA,10.425,465.6,0.45,3,28,74.5,126.75,4.8
3/2/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,69.775,NA,10.2,419.3,0.4,4,28.125,74.5,126.75,5.675
3/3/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,63.95,NA,10.4,89.8,0.375,0,28.15,72.5,120.75,5.175
3/4/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,62.525,NA,10.5,16.15,0.425,0,28.225,72.25,136.75,5.175
3/5/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,61.55,NA,10.6,37,0.375,0,28.2,70.25,123.75,4.975
3/6/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,61.025,NA,10.525,73.375,0.325,0,28.15,70,120.75,5
3/7/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,61.525,NA,10.425,80.3,0.35,0,28.125,68.5,123,5.425
3/8/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,62.2,NA,10.375,156.925,0.375,0,27.725,78,121.75,4.125
3/9/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,58.55,NA,10.45,200.8,0.425,1,26.9,83.25,109,2.8
3/10/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,67.975,NA,10.8,276.15,0.45,3,26.625,85,98.25,2.525
3/11/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,69.05,NA,10.9,262.125,0.45,1,27.025,81,93.25,2.8
3/12/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,67.3,NA,10.95,230.45,0.4,2,27.125,82.5,96.75,3.625
3/13/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,62.975,NA,10.875,173.875,0.4,1,26.575,85,102.75,3.1
3/14/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,59.525,NA,10.6,64.575,0.4,4,26.225,85.5,126,3.1
3/15/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,57.025,NA,10.6,72.575,0.35,2,27.2,76,103.75,3.125
3/16/2001,2403251,PARNAMIRIM,-5.9153,-35.268,RIO GRANDE DO NORTE,59.25,NA,10.75,24.325,0.4,0,27,73.5,106.75,3.15
